birthdate	job	ssn	username	registration	name	address	blood_group	company	user_id	mail	current_location	station_ID
1948-09-11		455-97-3621	lambertalexander	2023-11-03	Robert Brewer MD		AB+	Bray, Lyons and Jensen	1983	johncervantes@gmail.com		652
1926-02-27		632-96-3813	naoki04	2024/10/09	遠藤 直樹	三重県武蔵野市皇居外苑7丁目4番10号 上吉羽アーバン135	AB+	株式会社佐藤ガス	1929	vkato@yahoo.com	(Decimal('-66.7654715'), Decimal('-81.075966'))	447
		732-77-1947	perrysuzanne	01/26/2023, 00:00:00	Daniel Silva	"574 Lisa Flats Suite 462
Jonesshire, AZ 32601"	B+	Little Inc	473	kirbyregina@yahoo.com	(Decimal('-37.9785145'), Decimal('-111.967219'))	511
		340-37-9453	sfreudenberger	28 Jun 2023	Milka Zobel	"Wesackstr. 9
00878 Burgdorf"	O+	Hesse OHG mbH	1542	katarinakuehnert@googlemail.com	(Decimal('-25.708675'), Decimal('57.594829'))	581
		927-69-6481	nicolai43	10/13/2020, 00:00:00	Anthony Grein Groth	"Hertrampfstr. 8-8
74062 Gütersloh"	A+	Kroker Davids Stiftung & Co. KG	1034	william95@gmx.de	(Decimal('87.670563'), Decimal('-177.426401'))	596
2010-10-13	Winzer	940-95-4226	senta28	2025/01/23	Anto Scholl	"Jesselplatz 0
57368 Ebern"	B-	Löchel Ritter GmbH & Co. KG	160	walterilse@hotmail.de	(Decimal('6.5660695'), Decimal('-113.378640'))	442
2010-09-20		752-06-6325	tblack	28 Apr 2024	Sarah Robertson	"8653 Calvin Burgs
Paulashire, GU 07808"	AB+	Lee-Graham	1986	edgar12@yahoo.com	(Decimal('81.706139'), Decimal('102.398715'))	342
	Physiotherapist	TRCNCL65S63G541D	eraldo06	26 Nov 2022	Guglielmo Turchetta	"Piazza Giada, 75 Piano 8
33016, Pontebba (UD)"	O-	Costanzi-Germano SPA	1319	rossetticoluccio@tiscali.it	(Decimal('32.7364725'), Decimal('-95.519255'))	110
		282-50-0328	fujiikumiko	29 Jun 2021	太田 零	岡山県鎌ケ谷市幸手23丁目3番17号 コーポ松石734	B+	橋本電気合同会社	1197	harukatanaka@gmail.com	(Decimal('56.732541'), Decimal('-26.886421'))	829
	Clinical molecular geneticist	533-71-8448	fwright	13 Jan 2020	Thomas Clark	"500 Patel Plaza Apt. 749
South Jamesland, CT 84279"	AB+	Jones-Mayer	736	michael33@gmail.com	(Decimal('55.258507'), Decimal('31.721231'))	772
1970-07-26		SLRMRZ99M71E939Y	tpetruzzi	22 Jul 2020	Rolando Sauli-Bixio		AB-	Scotti-Bossi Group	967	gianfranco92@gmail.com	(Decimal('-40.7736565'), Decimal('61.582825'))	738
1930-04-27		RFFTMT52L61E988D	germanorossana	04 Jan 2025	Donna Modugno		B+	Rubbia-Lettiere SPA	227	giovanna65@fastwebnet.it	(Decimal('63.818489'), Decimal('-153.303925'))	326
		RTSPPZ99R44G949D	camillovergerio	11/01/2022, 00:00:00	Dott. Gilberto Maffei	"Contrada Goldoni, 25 Appartamento 85
56040, Canneto (PI)"	A+	Zecchini-Guinizzelli Group	1762	leonettiangelo@hotmail.com	(Decimal('-36.954154'), Decimal('129.923766'))	313
		870-92-3148	david68	01/23/2025, 00:00:00	Lori Lopez	"922 Kim Alley Apt. 669
Michellestad, MO 24836"	O+	Torres, Anderson and Rogers	1527	vadams@hotmail.com	(Decimal('-9.287724'), Decimal('141.661043'))	132
		49652183709	pmartins	09/11/2024, 00:00:00	Agatha Campos	"Fazenda Mariane Fogaça, 9
Cônego Pinheiro 1ª Seção
58122758 Carvalho da Serra / MG"	B+	Peixoto - ME	85	jesusjade@uol.com.br	(Decimal('-56.816162'), Decimal('156.387359'))	565
		VLGRSR06C51C076U	roberto72	2020-01-28	Edoardo Gregorio-Bonolis	"Contrada Tacchini, 9
89861, Fitili (VV)"	AB+	Altera Group	1762	santino65@poste.it		604
1931-06-08		474-95-6808	johnsonkaren	04 Dec 2022	Vincent Schwartz		O+	Atkinson, Knapp and Heath	327	david97@yahoo.com	(Decimal('35.678206'), Decimal('-64.192820'))	744
1910-08-06		024-82-1929	takahashiakemi	15 Jun 2025	佐々木 明美	秋田県多摩市氏家新田11丁目23番4号 大京町シティ856	A+	長谷川建設有限会社	1323	mituru21@gmail.com	(Decimal('-11.397546'), Decimal('87.957228'))	232
1940-12-28		563-99-7517	alanheser	2025-01-20	Herr Lorenzo Stey B.A.	"Wohlgemutstr. 402
05630 Badalzungen"	B-	Sorgatz	689	herma07@gmail.com	(Decimal('-29.342471'), Decimal('103.424573'))	279
		ZTTLFA92B59G274A	htamburi	01/26/2023, 00:00:00	Dott. Pierangelo Trombetta	"Stretto Ottino, 64
16149, Sampierdarena (GE)"	A+	Sismondi-Gabbana SPA	1958	ricciottisoffici@libero.it	(Decimal('-18.510894'), Decimal('-127.520343'))	349
2024-05-13		FLLVNN21A43E297F	gioacchino41	2019/12/26	Sig.ra Annamaria Mengolo	"Rotonda Saverio, 47
64024, Pianura Vomano (TE)"	AB+	Comolli SPA	1879	cleliabossi@outlook.com	(Decimal('-71.358170'), Decimal('17.865238'))	254
		NSTDRT71L68D247C	florioraffaele	05/28/2021, 00:00:00	Loredana Battelli		B-	Tozzo-Aldobrandi SPA	265	sophiacombi@tin.it	(Decimal('71.3909235'), Decimal('35.941528'))	299
	Health service manager	074-56-0907	suzanne64	21 Jul 2020	Barbara Freeman	"84525 Anita Cliff Suite 219
South Adam, UT 72235"	A+	Hill LLC	117	donaldgraves@hotmail.com	(Decimal('79.9394965'), Decimal('125.101388'))	586
	Scientist, research (life sciences)	860-65-3619	monicataylor	10/05/2018, 00:00:00	Ariana Edwards	"642 Charles Turnpike
Johnport, HI 00577"	A+	Pham, Sanchez and Jones	1563	hamiltonmichael@hotmail.com	(Decimal('55.9245225'), Decimal('-173.150995'))	320
1957-08-18		04581927676	da-cunhaagatha	05/03/2022, 00:00:00	Beatriz da Cruz	"Via Aylla das Neves, 174
Jardinópolis
63092-317 da Rocha / DF"	A-	Gomes Borges S.A.	26	nicole58@ig.com.br	(Decimal('-13.2553525'), Decimal('85.675530'))	418
		136-63-6768	csuzuki	02/19/2024, 00:00:00	遠藤 充	福井県小平市南郷屋13丁目12番12号 シティ蟇沼044	A+	株式会社高橋建設	438	matsumototaichi@gmail.com	(Decimal('3.222349'), Decimal('99.383488'))	728
		524-97-8688	yuki22	04/18/2020, 00:00:00	太田 智也	福岡県狛江市白金29丁目25番5号 押上パレス119	AB+	藤井銀行株式会社	744	jwatanabe@hotmail.com	(Decimal('47.8697955'), Decimal('139.278078'))	581
		201-42-5711	craighector	11/01/2018, 00:00:00	Raymond Morgan	"45011 Stanley Shore Apt. 836
Port Kaitlynport, LA 54780"	O+	Williamson, Lee and Maddox	91	danielle61@hotmail.com	(Decimal('26.5355725'), Decimal('110.324935'))	442
1991-05-28		788-38-0864	whitemonica	2023-02-18	Sonya Barrera		O-	Eaton, Townsend and Owens	17	brianmartin@yahoo.com	(Decimal('86.2245415'), Decimal('68.772694'))	707
1951-04-16	Training and development officer	CNDTRT74M43I140E	pietro10	2020/12/14	Enzo Cantimori		O-	Antonucci, Vento e Varano e figli	996	lgreggio@hotmail.com	(Decimal('-76.289687'), Decimal('171.568681'))	269
1921-10-17		462-79-9070	kallertmichelle	11 Oct 2021	Trude Graf	"Aysel-Johann-Weg 1
20780 Eberswalde"	B+	Wende AG	1392	heinz-juergenflantz@web.de	(Decimal('34.2963915'), Decimal('-0.819802'))	801
		87634295191	cauafarias	05 Dec 2023	Sarah Montenegro		AB-	Gonçalves - ME	1901	fcarvalho@uol.com.br	(Decimal('-22.229125'), Decimal('87.102893'))	558
1939-12-12		20534967116	hmartins	28 Nov 2021	Ana Gonçalves	"Distrito Davi Lucas Moreira, 88
São Paulo
96854-979 Rezende Verde / DF"	B+	Fonseca	1683	ayllamarques@yahoo.com.br	(Decimal('41.042605'), Decimal('-38.886861'))	695
		TGNGCB23C70F562Y	dfracci	2023/12/15	Simonetta Tomaselli	"Viale Majewski, 88
00060, Capena (RM)"	O+	Giradello, Casadei e Canil SPA	1893	raffaellaciani@tin.it	(Decimal('-67.2724925'), Decimal('-81.681126'))	8
2025-09-15	Massoterapeuta	51632497891	gduarte	2025-03-11	Vitória Costela	"Passarela de Abreu, 488
Confisco
72412-535 Câmara / PI"	A-	Rodrigues e Filhos	1593	nnascimento@gmail.com	(Decimal('56.593698'), Decimal('52.760187'))	268
1928-06-29		TGLDMC35L59I830Q	xbrancaccio	2019-11-26	Sig. Piersanti Ginesio	"Vicolo Veltroni, 134 Appartamento 82
40065, Pianoro Vecchio (BO)"	A-	Spadafora s.r.l.	1867	ignaziovecellio@libero.it	(Decimal('86.423838'), Decimal('120.209263'))	825
2022-02-17		MRSFBZ34E62I914R	puccio13	09 Mar 2025	Dott. Pierpaolo Emo	"Borgo Ninetta, 34
00040, Tor San Lorenzo (RM)"	B+	Cutuli e figli	1041	mauro36@outlook.com	(Decimal('-18.388629'), Decimal('131.810484'))	674
1943-12-30		654-92-5352	htintzmann	2025/01/02	Univ.Prof. Romuald Heintze		AB+	Kallert	1666	mbachmann@aol.de	(Decimal('64.8984305'), Decimal('-53.143090'))	828
1934-07-18		64317258919	melissasiqueira	01 May 2024	Natália Silveira	"Recanto Mirella Cassiano, 85
Cenaculo
30779019 Costela / AL"	A-	da Cunha	207	bnovaes@ig.com.br	(Decimal('-50.760361'), Decimal('157.055578'))	627
		24798650374	maria-cecilia77	2019/12/08	Gabriel Cavalcante	"Área Rafaela Fogaça, 13
São Tomaz
71516995 Pinto do Galho / AL"	O+	Novais	492	da-cruzjulia@uol.com.br	(Decimal('-9.0318735'), Decimal('-148.851820'))	785
		569-51-5738	yuisuzuki	2019-07-30	後藤 涼平	山梨県いすみ市方京22丁目13番3号 土呂部コーポ541	B+	合同会社佐藤印刷	1097	shota28@gmail.com	(Decimal('1.7415335'), Decimal('64.572307'))	384
	Assistente de produção	84012637940	teixeirastella	12/14/2020, 00:00:00	Maria Sophia Pimenta	"Via Nascimento, 45
Engenho Nogueira
59875-903 Leão / BA"	A+	Câmara da Mata S.A.	1020	samueloliveira@yahoo.com.br	(Decimal('70.406446'), Decimal('-96.321281'))	385
	Chartered public finance accountant	CNVLTZ11D06H686Q	bbattisti	2020/02/11	Lucio Benedetti	"Via Letizia, 42
47013, San Ruffillo (FC)"	B-	Gozzano SPA	297	dino68@hotmail.it	(Decimal('-65.564195'), Decimal('-40.088104'))	3
		PRTVRL14P47D114L	zitogustavo	11/25/2022, 00:00:00	Fernanda Trentini	"Strada Virginia, 95
95032, Piano Tavola (CT)"	O+	Novaro, Bajardi e Cilea e figli	903	zlucarelli@gmail.com	(Decimal('-39.717487'), Decimal('-160.485274'))	504
2006-02-05	Engenheiro de produto ou produção	03216485790	kandrade	2019-01-07	Letícia Montenegro		B-	da Conceição	884	hrios@hotmail.com	(Decimal('-59.3132115'), Decimal('-68.505533'))	57
1975-08-25		850-39-2103	ryan75	08/25/2021, 00:00:00	Erin Ray	"842 Suarez Junction
Julietown, KY 32250"	A+	Boone Group	60	changphillip@gmail.com	(Decimal('-3.911201'), Decimal('-178.296952'))	97
1982-10-12		GNTFRN53H08E375V	lazzaro82	2019/07/26	Dott. Uberto Parisi		AB+	Puglisi-Caccianemico SPA	845	corradogentileschi@live.com	(Decimal('65.0342625'), Decimal('-141.906777'))	747
		586-59-6054	thomasalexander	07/20/2019, 00:00:00	Angela Vega	"0947 Smith Mews
Meganstad, NY 30392"	A+	Phillips, White and Benton	680	williampeterson@yahoo.com	(Decimal('-39.5397845'), Decimal('-0.100740'))	291
	Operational researcher	FRNPRR48P67H717T	enzo16	02/09/2025, 00:00:00	Gian Longhena	"Canale Simone, 831 Appartamento 6
95044, Borgo Lupo (CT)"	A+	Murri-Respighi s.r.l.	1915	geronimomarini@libero.it	(Decimal('79.195888'), Decimal('22.142049'))	807
		61423985060	mariah46	2024/06/19	Rafael da Paz	"Avenida de Andrade, 3
Conjunto Paulo Vi
90378-867 Carvalho / TO"	AB+	Leão Rezende Ltda.	601	marcela88@yahoo.com.br		330
1982-05-05		CMLDRA68D54A238Z	cimarosajolanda	12/18/2021, 00:00:00	Orlando Bianchini	"Stretto Fernanda, 76 Appartamento 0
60125, Ancona (AN)"	O-	Brambilla-Chiesa s.r.l.	946	barbara87@poste.it	(Decimal('-47.884941'), Decimal('179.372579'))	309
2008-09-21		475-84-4288	reisaito	01/12/2021, 00:00:00	高橋 充		B+	合同会社村上建設	1194	nakajimamaaya@gmail.com	(Decimal('-47.379204'), Decimal('-39.926436'))	364
1968-01-08		379-32-0411	sandraclayton	03 May 2021	Frank Vazquez	"4516 William Manors
North Anna, PW 88237"	B-	Miller-Maldonado	194	charles84@hotmail.com	(Decimal('8.9362905'), Decimal('-66.941338'))	425
1938-03-18		445-84-0154	rei74	2024/01/07	渡辺 美加子	青森県江東区下吉羽13丁目18番2号 筑土八幡町パレス624	AB+	山口食品有限会社	88	manabukobayashi@gmail.com	(Decimal('-17.5589845'), Decimal('20.643927'))	514
1961-12-04		VRDTRS85C14E842U	cuzzocreaelmo	2022-02-22	Sig. Toni Bellini		AB-	Brunelleschi-Fabbri SPA	175	adrianospadafora@tele2.it	(Decimal('-71.0553765'), Decimal('-64.087802'))	119
	Engenheiro mecânico	16452987364	breno40	01/22/2019, 00:00:00	Letícia da Cunha	"Viaduto Farias, 89
Vila Boa Vista
46052-785 Correia do Amparo / AL"	A+	Freitas	70	cardosocecilia@yahoo.com.br	(Decimal('19.812072'), Decimal('-55.930412'))	709
1946-03-02	Winzer	675-01-1684	wwilmsen	22 Mar 2021	Enver Pechel		O-	Kranz AG & Co. KGaA	675	ricardo55@googlemail.com	(Decimal('-25.2777215'), Decimal('-26.749742'))	222
1953-12-27	Personal trainer	20654317925	brenda09	2025-01-05	Sra. Aurora Vargas	"Praça Martins, 42
Alto Dos Pinheiros
92762535 Farias Verde / RO"	O+	Azevedo - EI	1896	limalarissa@bol.com.br	(Decimal('-45.7439705'), Decimal('-1.595341'))	437
		10397268440	pimentajoao-guilherme	2024/06/04	Laís Martins	"Vereda Ana Júlia Ramos, 35
Sion
54967323 Freitas Paulista / GO"	O-	Ribeiro	1982	novaissabrina@gmail.com	(Decimal('20.0347385'), Decimal('110.254448'))	341
1983-06-10	Geologist, wellsite	TNZLGN49R17B035V	giacobbecasarin	2024/12/19	Francesca Bajardi	"Via Toni, 8
10123, Torino (TO)"	B-	Niscoromni, Petrucci e Emo e figli	564	vgentilini@alice.it	(Decimal('67.3071555'), Decimal('42.914357'))	862
		MNTLRT32P26I145H	mmanzoni	11 Dec 2022	Roman Gioberti	"Contrada Gagliano, 76
84084, Gaiano (SA)"	AB-	Ravaglioli-Nitto Group	296	trobbianigiulio@hotmail.it	(Decimal('37.486239'), Decimal('75.503412'))	376
		509-03-4166	nanami55	2019/10/09	藤井 真綾		O+	有限会社岡本食品	611	jun15@hotmail.com	(Decimal('-30.5424985'), Decimal('-98.786360'))	744
1955-02-13		773-66-8122	irma96	2025/04/05	Karl-August Lehmann	"Ernst-Schenk-Allee 585
30487 Nürtingen"	AB-	Kallert GmbH	996	rkusch@aol.de	(Decimal('-46.4546265'), Decimal('113.164948'))	445
1920-02-15	Photographer	GLTCRL43R54E281I	medicilauretta	2021-04-22	Dott. Pierpaolo Garibaldi	"Strada Rolando, 67
85054, Capo Di Giano (PZ)"	A+	Goldoni-Pirelli SPA	855	tosellidante@gmail.com	(Decimal('-36.0471915'), Decimal('-127.329589'))	781
1962-07-04	Jogador de vôlei	74280569347	anapacheco	09/25/2019, 00:00:00	Francisco da Mata	"Chácara Farias
Marieta 2ª Seção
41921036 Câmara do Oeste / RR"	O-	Martins Aragão Ltda.	760	kbrito@gmail.com	(Decimal('-33.455381'), Decimal('-81.396477'))	547
1925-04-10	Astronomer	238-13-6808	kayla36	2024/05/04	Michael Garcia	"4705 Roy Rest
New Brianchester, NY 68072"	AB-	Coleman, Henderson and Barnes	119	mjohnson@hotmail.com	(Decimal('-31.918371'), Decimal('14.262766'))	213
1924-12-05		BSSCRI34T55L278D	blasiugo	2022-05-12	Raffaellino Traversa	"Via Mascheroni, 66 Piano 7
70127, Santo Spirito (BA)"	A+	Ajello e figli	401	jbusoni@outlook.com	(Decimal('-82.333663'), Decimal('126.059793'))	599
	公認会計士	638-36-2957	asuka11	06 Oct 2020	鈴木 学	岐阜県川崎市高津区橋場11丁目15番1号 ハイツ箭坪936	B+	山本水産株式会社	1634	rika43@gmail.com	(Decimal('70.622343'), Decimal('14.329404'))	204
		STTNTA43L19B436I	ubernardi	2022/03/05	Ivan Luciani	"Viale Bellucci, 19 Appartamento 37
61043, Secchiano (PU)"	B+	Saraceno Group	691	leonardotarantino@libero.it	(Decimal('15.583947'), Decimal('-96.778826'))	307
1934-10-30		651-22-4356	kluebs	2020/10/02	Selim Dowerg		AB-	Kensy	657	zobelkristina@gmx.de	(Decimal('25.545833'), Decimal('-33.698520'))	792
1933-05-24		244-23-5644	robert44	10/11/2019, 00:00:00	Kelly Ford	"9204 Sullivan Station
West Keith, WI 40785"	O+	Cook, Mann and Harris	1045	mark54@hotmail.com	(Decimal('88.234965'), Decimal('-170.343620'))	302
1956-04-05	Database administrator	387-48-9210	whansen	2022-02-27	Gabriel Pierce	"36824 Bradley Common Suite 337
New Virginiafurt, ME 23308"	AB+	Terry Group	1796	awatson@hotmail.com	(Decimal('23.8419515'), Decimal('68.809575'))	616
		118-35-8911	doehnjoseph	07/02/2024, 00:00:00	Prof. Nadeschda Klotz	"Beatrix-Gunpf-Gasse 9/2
50533 Schlüchtern"	O-	Hentschel	496	nroskoth@web.de	(Decimal('2.923298'), Decimal('-127.550360'))	800
	Special educational needs teacher	NTTPCC57B49I863E	gfinzi	2024-08-11	Vincenza Dossetti	"Canale Pascarella, 23 Appartamento 3
37024, Arbizzano Di Valpolicella (VR)"	O+	Viola s.r.l.	1059	ruggiero37@libero.it	(Decimal('-16.202572'), Decimal('-0.261122'))	822
1918-08-01		252-25-1939	selmavan-der-dussen	11/21/2024, 00:00:00	Univ.Prof. Elzbieta Bolnbach B.Eng.	"Marlen-Mühle-Straße 88/80
14149 Brandenburg"	B+	Hartmann AG & Co. OHG	640	girschnersiegrid@googlemail.com	(Decimal('-77.948612'), Decimal('30.983299'))	283
1966-10-13		481-57-1995	danielnelson	06/04/2021, 00:00:00	Gregory Benitez	"2380 Rodriguez Wells Apt. 618
Nicolechester, AZ 91649"	B+	Phelps-Mathis	1380	garrettkenneth@yahoo.com	(Decimal('31.704612'), Decimal('-8.818643'))	531
1995-02-17		915-01-7572	simone19	2020-04-23	Univ.Prof. Heike Hande	"Siegfried-Beer-Straße 1/2
75971 Hettstedt"	O-	Eberth	416	wellereckehard@gmail.com	(Decimal('-41.2163585'), Decimal('109.449152'))	342
1951-10-13		97018245397	siqueiraemanuel	05 Jul 2023	Sra. Ana Vitória Alves		AB+	Gomes Novaes S/A	1757	pedro-lucasguerra@uol.com.br	(Decimal('-33.2768195'), Decimal('92.692899'))	515
1982-03-14	Forensic psychologist	540-35-8129	tom67	15 Sep 2025	Cassandra Perez	"18110 Ponce Isle
Floresstad, SC 61497"	A+	King Inc	914	kylemeyers@yahoo.com	(Decimal('-86.012079'), Decimal('21.268850'))	280
1943-10-26		TSSGUO60R67I666O	angelina19	09/22/2019, 00:00:00	Sig. Lucio Giammusso	"Rotonda Staglieno, 195 Appartamento 78
21037, Ponte Tresa (VA)"	AB+	Pertini, Morricone e Gaiatto Group	558	giannianichini@libero.it	(Decimal('29.639952'), Decimal('-51.686664'))	482
2025-01-13	アナウンサー	465-28-7864	minorusato	2023-04-16	田中 花子	長野県印西市独鈷沢2丁目22番16号 ハイツ前弥六286	O+	佐藤鉱業合同会社	1291	kanasato@gmail.com	(Decimal('-46.9552335'), Decimal('97.251171'))	215
1945-12-03		360-78-4907	dboerner	2021-01-21	Mirko Blümel	"Trubinring 3502
36177 Höxter"	A+	Binner	1795	ujungfer@gmail.com	(Decimal('72.6237935'), Decimal('14.230600'))	549
1976-10-13		899-13-5751	meyerbrandon	2020-01-29	William Francis		B+	Richards, Hull and Porter	100	ryantaylor@hotmail.com	(Decimal('17.5226855'), Decimal('98.477020'))	44
2013-03-01		166-99-6770	bachmannurs	08/06/2022, 00:00:00	Herr Anastasios Heß	"Danuta-Hamann-Platz 174
62795 Luckau"	B-	Geißler	1314	zjohann@googlemail.com	(Decimal('-86.8624655'), Decimal('171.004647'))	10
	医師	561-04-3616	lsato	07/20/2019, 00:00:00	中村 陽一		A-	山田印刷有限会社	865	wsato@gmail.com		739
2009-08-08		710-16-9844	enrico85	2023/11/22	Axel Hübel	"Zorbachstr. 7588
04044 Görlitz"	O+	Holt AG	1939	ildiko20@hotmail.de	(Decimal('-16.1136745'), Decimal('135.411800'))	700
		178-81-9696	kobayashiminoru	2024/08/21	石井 裕太	栃木県小平市芝公園30丁目14番16号 ハイツ北上野491	B-	鈴木ガス有限会社	1758	takahashijun@gmail.com	(Decimal('40.2897975'), Decimal('156.600138'))	366
	Operational investment banker	852-33-0126	tconway	2021/06/13	Douglas Patel	"36175 Kelly Wall Suite 787
Harrisfort, ND 87560"	O-	Black PLC	341	petersdeborah@gmail.com	(Decimal('-12.6301635'), Decimal('157.916294'))	27
		795-78-9785	kathryndixon	2025-07-22	Andrea Erickson	"03085 Morris Bypass
Lake Darlene, MH 07745"	A-	Barnes-Knox	960	ijohnson@hotmail.com	(Decimal('-54.5193735'), Decimal('155.888792'))	714
2025-07-07		08719356439	pauloda-rosa	2022/08/06	Letícia Silva	"Quadra Thiago Souza, 49
Vila Santa Monica 2ª Seção
55720059 Porto / BA"	O+	Rezende e Filhos	261	pcamargo@hotmail.com	(Decimal('-82.115261'), Decimal('44.874765'))	745
		827-63-4341	campbellmichele	2019/03/08	Toni Browning	"857 Patel Circles
New Thomas, PW 88060"	B+	Cross, Melendez and Rodriguez	1567	andersondanielle@yahoo.com	(Decimal('-66.0261275'), Decimal('140.748908'))	112
		GNNSNR19C04A214L	pacomiofilippo	2024/12/21	Luciana Piccinni	"Canale Melania, 665
18011, Castellaro (IM)"	AB+	Serraglio, Martucci e Rossi SPA	1482	maria31@live.com	(Decimal('12.199998'), Decimal('31.181955'))	632
1973-06-09		36948057292	guerrabella	01/09/2021, 00:00:00	Sr. Henry Gabriel Machado		AB+	Abreu Vargas e Filhos	651	luara60@yahoo.com.br	(Decimal('14.5793785'), Decimal('-114.728486'))	51
		20367159406	melissa13	29 Apr 2021	Davi Lucas Casa Grande		B-	Abreu	1188	ypimenta@hotmail.com	(Decimal('-14.2597125'), Decimal('-54.805681'))	691
1952-06-27		LCRFMM07C13E235R	tebaldimassimo	20 Jun 2020	Sig.ra Priscilla Babati	"Viale Iannotti, 79 Appartamento 3
35126, Padova (PD)"	O-	Iannuzzi e figli	77	xchinnici@tin.it	(Decimal('-29.272028'), Decimal('29.104425'))	774
		222-07-2416	mnakajima	28 Apr 2021	佐々木 桃子	北海道江戸川区押上14丁目22番15号 津久戸町ハイツ358	B-	有限会社佐藤電気	1558	kenichifujii@hotmail.com	(Decimal('-35.072264'), Decimal('-136.213684'))	650
		45621309898	heloisa22	08/12/2019, 00:00:00	Bruno Rezende	"Fazenda Davi Miguel Pacheco, 66
São Bernardo
22915-496 Souza / RO"	B-	Ramos	945	araujolaura@uol.com.br	(Decimal('82.135840'), Decimal('170.145341'))	369
1957-02-14		101-91-7322	ortrud76	03 Mar 2019	Prof. Margaretha Seidel	"Hendriksgasse 1090
15189 Regensburg"	A+	Aumann	1463	jaehnyasemin@gmx.de		415
		29607348150	zoebarbosa	01/05/2021, 00:00:00	Mariane Alves	"Área de Leão, 52
Maria Virgínia
13176-189 Pastor / MT"	A+	Peixoto	1040	stephany39@ig.com.br	(Decimal('-60.518156'), Decimal('-143.815980'))	126
2003-04-09		GNNBRT15P62E467B	ansaldoproietti	2022-11-01	Morena Baglioni-Satriani	"Contrada Marcella, 49
81010, Squille (CE)"	AB-	Russo-Silvestri e figli	724	wscarpa@vodafone.it	(Decimal('78.616406'), Decimal('-47.487451'))	853
1958-08-04		740-44-6872	arthur94	2025/03/31	Bastian Ritter	"Mathias-Krause-Allee 54
20612 Lippstadt"	AB-	Hornich Schweitzer AG	1144	erwin77@aol.de	(Decimal('19.718854'), Decimal('131.168954'))	90
